Article,Topic,Date,Party,Changes from Previous Version,,,
Grievance and Arbitration,Informal Resolution,6/18/2024,Union,"Initial proposal: GSW(s) and Union rep meet with University rep closest to issue; attempted first at Union discretion, may be terminated by Union; extends filing deadline by days pursued; no precedent",,,
Grievance and Arbitration,Informal Resolution,8/2/2024,University,"Changed: Renamed 'informal discussion' - should be discussed with immediate supervisor/dept chair within 10 days of filing; if not resolved in 14 days, may go to Step 2; if not advanced to Step 2, grievance concluded with no right to refile (was: Union controls informal process, extends filing deadline)",,,
Grievance and Arbitration,Informal Resolution,8/26/2024,Union,"Changed: Restored Union-controlled informal discussion - meet with University rep closest to issue; attempted first at Union discretion, may terminate at Union discretion; extends filing deadline by days pursued; no precedent (was: University's mandatory discussion with advancement consequences)",,,
Grievance and Arbitration,Informal Resolution,2/18/2025,Union,No change: Maintained Union-controlled informal process with filing deadline extension,,,
Grievance and Arbitration,Step 1 Process,6/18/2024,Union,Initial proposal: File with Dean within 90 days; meet within 5 calendar days; Dean decides within 10 calendar days of meeting,,,
Grievance and Arbitration,Step 1 Process,8/2/2024,University,"Changed: Replaced Dean step with 'informal discussion' at Step 1; actual Step 2 now goes to head of Labor Operations (not Dean); 10 business day meeting, 14-day response (was: Dean at Step 1)",,,
Grievance and Arbitration,Step 1 Process,8/26/2024,Union,Changed: Restored Dean at Step 1; file with Dean and head of Labor University Operations within 90 days; Dean (or may designate head of Labor Operations) meets within 5 calendar days; Dean decides within 10 calendar days (was: University's Labor Operations structure),,,
Grievance and Arbitration,Step 1 Process,2/18/2025,Union,No change: Maintained Dean at Step 1 with Labor Operations copied,,,
Grievance and Arbitration,Step 2 Process,6/18/2024,Union,"Initial proposal: Appeal to Provost within 21 days; meet within 5 calendar days; Provost decides within 10 calendar days; if Provost is subject, Union may request replacement",,,
Grievance and Arbitration,Step 2 Process,8/2/2024,University,"Changed: Appeal to head of Labor Operations within 5 days (not Provost); 10 business day meeting, 14-day response; removed Provost replacement provision (was: Provost at Step 2)",,,
Grievance and Arbitration,Step 2 Process,8/26/2024,Union,Changed: Restored Provost at Step 2; appeal within 21 days; Provost (or may designate head of Labor University Operations) meets within 5 calendar days; Provost decides within 10 calendar days; restored Provost replacement provision if Provost is subject (was: University removed Provost),,,
Grievance and Arbitration,Step 2 Process,10/11/2024,University,No change: Maintained Labor Operations at Step 2,,,
Grievance and Arbitration,Step 2 Process,2/18/2025,Union,Changed: Maintained Provost at Step 2 (now Step 3 in renumbering); appeal within 21 days; meet within 5 calendar days with Provost and Labor Operations; Provost decides within 10 calendar days; maintained Provost replacement provision,,,
Grievance and Arbitration,Arbitration Timeline,6/18/2024,Union,Initial proposal: Union may submit to arbitration within 90 days; file with next arbitrator from agreed panel,,,
Grievance and Arbitration,Arbitration Timeline,8/2/2024,University,Changed: Now Step 4 - file with LRC within 21 days (was: 90 days to arbitrator),,,
Grievance and Arbitration,Arbitration Timeline,8/26/2024,Union,Changed: Submit to arbitration within 90 days of Step Two response; file with President (was: University's 21-day timeline to LRC),,,
Grievance and Arbitration,Arbitration Timeline,10/11/2024,University,No change: Maintained 21-day timeline to LRC,,,
Grievance and Arbitration,Arbitration Timeline,2/18/2025,Union,Changed: Reduced to 45 days (from Union's 90); file with President and Labor Operations (was: University's 21 days to LRC),,,
Grievance and Arbitration,Arbitration Process and Authority,6/18/2024,Union,Initial proposal: AAA or Labor Relations Connector rules; decision within 45 days; arbitrator cannot add/subtract/modify agreement; costs split equally,,,
Grievance and Arbitration,Arbitration Process and Authority,8/2/2024,University,"Changed: LRC rules apply; held in Boston unless agreed otherwise; no consolidation without consent; arbitrator has no authority on academic matters or to modify management rights; decision within 30 days (was: 45-day decision, AAA/LRC choice)",,,
Grievance and Arbitration,Arbitration Process and Authority,8/26/2024,Union,Changed: AAA or Labor Relations Connector rules; arbitrator renders decision within 45 days (not 30); arbitrator without authority to add/subtract/modify terms; costs split; removed University's academic/management rights restrictions (was: University's LRC-only with restrictions),,,
Grievance and Arbitration,Arbitration Process and Authority,10/11/2024,University,Changed: Added clarification that LRC rules apply 'to extent consistent with this Article' (was: absolute LRC rules),,,
Grievance and Arbitration,Arbitration Process and Authority,2/18/2025,Union,Changed: Maintained AAA or LRC rules; 45-day decision; arbitrator cannot add/subtract/modify; costs split; kept removal of University's academic/management restrictions (was: University's restricted arbitrator authority),,,
Grievance and Arbitration,Arbitrator Panel,6/18/2024,Union,Initial proposal: Standing panel of 17 arbitrators; detailed panel modification procedures; each party may strike up to 2 per year,,,
Grievance and Arbitration,Arbitrator Panel,8/2/2024,University,"Changed: Panel of at least 10, or revert to LRC process (was: 17-arbitrator standing panel)",,,
Grievance and Arbitration,Arbitrator Panel,8/26/2024,Union,Changed: Restored standing panel of at least 17 arbitrators (struck through '10'); 90 days from effective date to reach agreement; detailed modification procedures; each party may strike up to 2 per year (was: University's 10 or LRC),,,
Grievance and Arbitration,Arbitrator Panel,10/11/2024,University,Changed: Increased panel to at least 15 arbitrators; 90 days to agree; each party may strike 1 per year; LRC provides initial list of 10; detailed panel management if unable to agree or vacancies (was: at least 10),,,
